=== MATCH SCHEDULE FOR SUNDAY ===
10:55 AM - 11:20 AM | CMD29  | Court 5
10:55 AM - 11:20 AM | CMD30  | Court 6
11:00 AM - 11:25 AM | CMD31  | Court 17
11:00 AM - 11:25 AM | DMD33  | Court 18
11:00 AM - 11:25 AM | DMD34  | Court 19
11:00 AM - 11:25 AM | DMD35  | Court 11
11:00 AM - 11:25 AM | DMD36  | Court 12
11:00 AM - 11:25 AM | DMD37  | Court 13
11:00 AM - 11:25 AM | DMD38  | Court 14
11:00 AM - 11:25 AM | DMD39  | Court 15
11:00 AM - 11:25 AM | DMD40  | Court 16
11:00 AM - 11:25 AM | DMD41  | Court 7
11:00 AM - 11:25 AM | DMD42  | Court 8
11:00 AM - 11:25 AM | DMD43  | Court 9
11:00 AM - 11:25 AM | DMD44  | Court 10
11:20 AM - 11:45 AM | DMD45  | Court 1
11:20 AM - 11:45 AM | DMD46  | Court 2
11:20 AM - 11:45 AM | DMD47  | Court 3
11:20 AM - 11:45 AM | DMD48  | Court 4
11:20 AM - 11:45 AM | DWD33  | Court 5
11:20 AM - 11:45 AM | DWD34  | Court 6
11:25 AM - 11:50 AM | DWD35  | Court 17
11:25 AM - 11:50 AM | DWD36  | Court 18
11:25 AM - 11:50 AM | DWD37  | Court 19
11:25 AM - 11:50 AM | DWD38  | Court 11
11:25 AM - 11:50 AM | DWD39  | Court 12
11:25 AM - 11:50 AM | DWD40  | Court 13
11:25 AM - 11:50 AM | DWD41  | Court 14
11:25 AM - 11:50 AM | DWD42  | Court 15
11:25 AM - 11:50 AM | DWD43  | Court 16
11:25 AM - 11:50 AM | DWD44  | Court 7
11:25 AM - 11:50 AM | DWD45  | Court 8
11:25 AM - 11:50 AM | DWD46  | Court 9
11:25 AM - 11:50 AM | DWD47  | Court 10
11:45 AM - 12:10 PM | DWD48  | Court 1
11:45 AM - 12:10 PM | BMD2   | Court 2
11:45 AM - 12:10 PM | BMD3   | Court 3
11:45 AM - 12:10 PM | BMD4   | Court 4
11:45 AM - 12:10 PM | BMD6   | Court 5
11:45 AM - 12:10 PM | BMD7   | Court 6
11:50 AM - 12:15 PM | BMD8   | Court 11
11:50 AM - 12:15 PM | BMD9   | Court 12
11:50 AM - 12:15 PM | BMD10  | Court 13
11:50 AM - 12:15 PM | BMD11  | Court 14
11:50 AM - 12:15 PM | BMD12  | Court 15
11:50 AM - 12:15 PM | BMD13  | Court 16
11:50 AM - 12:15 PM | BMD14  | Court 7
11:50 AM - 12:15 PM | BMD15  | Court 8
11:50 AM - 12:15 PM | CMD33  | Court 17
11:50 AM - 12:15 PM | CMD34  | Court 18
11:50 AM - 12:15 PM | CMD35  | Court 19
11:50 AM - 12:15 PM | CMD36  | Court 9
11:50 AM - 12:15 PM | CMD37  | Court 10
12:10 PM - 12:35 PM | CMD38  | Court 1
12:10 PM - 12:35 PM | CMD39  | Court 2
12:10 PM - 12:35 PM | CMD40  | Court 3
12:10 PM - 12:35 PM | CMD41  | Court 4
12:10 PM - 12:35 PM | CMD42  | Court 5
12:10 PM - 12:35 PM | CMD43  | Court 6
12:15 PM - 12:40 PM | CMD44  | Court 17
12:15 PM - 12:40 PM | CMD45  | Court 18
12:15 PM - 12:40 PM | CMD46  | Court 19
12:15 PM - 12:40 PM | CMD47  | Court 11
12:15 PM - 12:40 PM | CMD48  | Court 12
12:15 PM - 12:40 PM | AMD9   | Court 7
12:15 PM - 12:40 PM | CWD4   | Court 13
12:15 PM - 12:40 PM | CWD6   | Court 14
12:15 PM - 12:40 PM | CWD8   | Court 15
12:15 PM - 12:40 PM | CWD9   | Court 16
12:15 PM - 12:40 PM | CWD11  | Court 8
12:15 PM - 12:40 PM | CWD13  | Court 9
12:15 PM - 12:40 PM | CWD15  | Court 10
12:35 PM - 01:00 PM | DMD49  | Court 1
12:35 PM - 01:00 PM | DMD50  | Court 2
12:35 PM - 01:00 PM | DMD51  | Court 3
12:35 PM - 01:00 PM | DMD52  | Court 4
12:35 PM - 01:00 PM | DMD53  | Court 5
12:35 PM - 01:00 PM | DMD54  | Court 6
12:40 PM - 01:05 PM | DMD55  | Court 17
12:40 PM - 01:05 PM | DMD56  | Court 18
12:40 PM - 01:05 PM | DWD49  | Court 19
12:40 PM - 01:05 PM | DWD50  | Court 11
12:40 PM - 01:05 PM | DWD51  | Court 12
12:40 PM - 01:05 PM | DWD52  | Court 13
12:40 PM - 01:05 PM | DWD53  | Court 14
12:40 PM - 01:05 PM | DWD54  | Court 15
12:40 PM - 01:05 PM | DWD55  | Court 16
12:40 PM - 01:05 PM | DWD56  | Court 7
12:40 PM - 01:05 PM | BMD17  | Court 8
12:40 PM - 01:05 PM | BMD18  | Court 9
12:40 PM - 01:05 PM | BMD19  | Court 10
01:00 PM - 01:25 PM | BMD20  | Court 1
01:00 PM - 01:25 PM | BMD21  | Court 2
01:00 PM - 01:25 PM | BMD22  | Court 3
01:00 PM - 01:25 PM | BMD23  | Court 4
01:00 PM - 01:25 PM | BMD24  | Court 5
01:00 PM - 01:25 PM | CMD49  | Court 6
01:05 PM - 01:30 PM | CMD50  | Court 17
01:05 PM - 01:30 PM | CMD51  | Court 18
01:05 PM - 01:30 PM | CMD52  | Court 19
01:05 PM - 01:30 PM | CMD53  | Court 11
01:05 PM - 01:30 PM | CMD54  | Court 12
01:05 PM - 01:30 PM | CMD55  | Court 13
01:05 PM - 01:30 PM | CMD56  | Court 14
01:05 PM - 01:30 PM | AMD17  | Court 7
01:05 PM - 01:30 PM | AMD18  | Court 8
01:05 PM - 01:30 PM | AMD19  | Court 9
01:05 PM - 01:30 PM | AMD20  | Court 10
01:05 PM - 01:30 PM | CWD17  | Court 15
01:05 PM - 01:30 PM | CWD18  | Court 16
01:25 PM - 01:50 PM | AMD21  | Court 1
01:25 PM - 01:50 PM | AMD22  | Court 2
01:25 PM - 01:50 PM | AMD23  | Court 3
01:25 PM - 01:50 PM | AMD24  | Court 4
01:25 PM - 01:50 PM | CWD19  | Court 5
01:25 PM - 01:50 PM | CWD20  | Court 6
01:30 PM - 01:55 PM | CWD21  | Court 17
01:30 PM - 01:55 PM | CWD22  | Court 18
01:30 PM - 01:55 PM | CWD23  | Court 19
01:30 PM - 01:55 PM | CWD24  | Court 11
01:30 PM - 01:55 PM | ABWD2  | Court 7
01:30 PM - 01:55 PM | ABWD3  | Court 8
01:30 PM - 01:55 PM | DMD57  | Court 12
01:30 PM - 01:55 PM | DMD58  | Court 13
01:30 PM - 01:55 PM | DMD59  | Court 14
01:30 PM - 01:55 PM | DMD60  | Court 15
01:30 PM - 01:35 PM | DMD67  | Court 16
01:30 PM - 01:35 PM | DMD69  | Court 9
01:30 PM - 01:35 PM | DMD71  | Court 10
01:35 PM - 01:40 PM | DMD72  | Court 16
01:35 PM - 01:40 PM | DMD74  | Court 9
01:35 PM - 01:40 PM | DMD76  | Court 10
01:40 PM - 01:45 PM | DMD78  | Court 16
01:40 PM - 01:45 PM | DMD80  | Court 9
01:40 PM - 01:45 PM | DMD81  | Court 10
01:45 PM - 01:50 PM | DMD82  | Court 16
01:45 PM - 01:50 PM | DMD84  | Court 9
01:45 PM - 01:50 PM | DMD86  | Court 10
01:50 PM - 01:55 PM | DMD89  | Court 16
01:50 PM - 01:55 PM | DMD91  | Court 1
01:50 PM - 01:55 PM | DMD93  | Court 2
01:50 PM - 01:55 PM | DMD95  | Court 3
01:50 PM - 02:15 PM | DWD57  | Court 4
01:50 PM - 02:15 PM | DWD58  | Court 5
01:50 PM - 02:15 PM | DWD59  | Court 6
01:50 PM - 02:15 PM | DWD60  | Court 9
01:50 PM - 01:55 PM | DWD88  | Court 10
01:55 PM - 02:20 PM | BMD25  | Court 11
01:55 PM - 02:20 PM | BMD26  | Court 12
01:55 PM - 02:20 PM | BMD27  | Court 13
01:55 PM - 02:20 PM | BMD28  | Court 14
01:55 PM - 02:20 PM | CMD57  | Court 17
01:55 PM - 02:20 PM | CMD58  | Court 18
01:55 PM - 02:20 PM | CMD59  | Court 19
01:55 PM - 02:20 PM | CMD60  | Court 15
01:55 PM - 02:00 PM | CMD65  | Court 16
01:55 PM - 02:00 PM | CMD67  | Court 1
01:55 PM - 02:00 PM | CMD69  | Court 2
01:55 PM - 02:00 PM | CMD71  | Court 3
01:55 PM - 02:00 PM | CMD72  | Court 7
01:55 PM - 02:00 PM | CMD73  | Court 8
01:55 PM - 02:00 PM | CMD74  | Court 10
02:00 PM - 02:05 PM | CMD76  | Court 16
02:00 PM - 02:05 PM | CMD78  | Court 1
02:00 PM - 02:05 PM | CMD80  | Court 2
02:00 PM - 02:05 PM | CMD82  | Court 3
02:00 PM - 02:05 PM | CMD84  | Court 7
02:00 PM - 02:05 PM | CMD86  | Court 8
02:00 PM - 02:05 PM | CMD91  | Court 10
02:05 PM - 02:10 PM | CMD93  | Court 16
02:05 PM - 02:10 PM | CMD95  | Court 1
02:05 PM - 02:30 PM | AMD25  | Court 2
02:05 PM - 02:30 PM | AMD26  | Court 3
02:05 PM - 02:30 PM | AMD27  | Court 7
02:05 PM - 02:30 PM | AMD28  | Court 8
02:05 PM - 02:30 PM | CWD25  | Court 10
02:10 PM - 02:35 PM | CWD26  | Court 16
02:10 PM - 02:35 PM | CWD27  | Court 1
02:15 PM - 02:40 PM | CWD28  | Court 4
02:15 PM - 02:20 PM | DMD96  | Court 5
02:15 PM - 02:20 PM | DMD97  | Court 6
02:15 PM - 02:20 PM | DMD98  | Court 9
02:20 PM - 02:25 PM | DMD99  | Court 17
02:20 PM - 02:25 PM | DMD100 | Court 18
02:20 PM - 02:25 PM | DMD101 | Court 19
02:20 PM - 02:25 PM | DMD102 | Court 11
02:20 PM - 02:25 PM | DMD103 | Court 12
02:20 PM - 02:25 PM | DWD96  | Court 13
02:20 PM - 02:25 PM | DWD97  | Court 14
02:20 PM - 02:25 PM | DWD98  | Court 15
02:20 PM - 02:25 PM | DWD99  | Court 5
02:20 PM - 02:25 PM | DWD100 | Court 6
02:20 PM - 02:25 PM | DWD101 | Court 9
02:25 PM - 02:30 PM | DWD102 | Court 17
02:25 PM - 02:30 PM | DWD103 | Court 18
02:25 PM - 02:30 PM | BMD33  | Court 19
02:25 PM - 02:30 PM | BMD35  | Court 11
02:25 PM - 02:30 PM | BMD36  | Court 12
02:25 PM - 02:30 PM | BMD37  | Court 13
02:25 PM - 02:30 PM | BMD38  | Court 14
02:25 PM - 02:30 PM | BMD40  | Court 15
02:25 PM - 02:30 PM | BMD42  | Court 5
02:25 PM - 02:30 PM | BMD47  | Court 6
02:25 PM - 02:30 PM | CMD96  | Court 9
02:30 PM - 02:35 PM | CMD97  | Court 17
02:30 PM - 02:35 PM | CMD98  | Court 18
02:30 PM - 02:35 PM | CMD99  | Court 19
02:30 PM - 02:35 PM | CMD100 | Court 11
02:30 PM - 02:35 PM | CMD101 | Court 12
02:30 PM - 02:35 PM | CMD102 | Court 13
02:30 PM - 02:35 PM | CMD103 | Court 14
02:30 PM - 02:35 PM | AMD44  | Court 15
02:30 PM - 02:35 PM | CWD41  | Court 2
02:30 PM - 02:35 PM | CWD42  | Court 3
02:30 PM - 02:35 PM | CWD43  | Court 5
02:30 PM - 02:35 PM | CWD44  | Court 6
02:30 PM - 02:35 PM | CWD45  | Court 7
02:30 PM - 02:35 PM | CWD46  | Court 8
02:30 PM - 02:35 PM | CWD47  | Court 9
02:30 PM - 02:55 PM | ABWD5  | Court 10
02:35 PM - 03:00 PM | ABWD6  | Court 1
02:35 PM - 03:00 PM | DMD61  | Court 17
02:35 PM - 03:00 PM | DMD62  | Court 18
02:35 PM - 02:40 PM | DMD104 | Court 19
02:35 PM - 03:00 PM | DWD61  | Court 11
02:35 PM - 03:00 PM | DWD62  | Court 12
02:35 PM - 03:00 PM | BMD29  | Court 13
02:35 PM - 03:00 PM | BMD30  | Court 14
02:35 PM - 03:00 PM | CMD61  | Court 15
02:35 PM - 03:00 PM | CMD62  | Court 16
02:35 PM - 02:40 PM | AMD48  | Court 2
02:35 PM - 02:40 PM | AMD49  | Court 3
02:35 PM - 02:40 PM | AMD51  | Court 5
02:40 PM - 02:45 PM | DMD105 | Court 19
02:40 PM - 02:45 PM | DMD106 | Court 2
02:40 PM - 02:45 PM | DMD107 | Court 3
02:40 PM - 02:45 PM | DWD104 | Court 4
02:40 PM - 02:45 PM | DWD105 | Court 5
02:40 PM - 02:45 PM | DWD106 | Court 6
02:45 PM - 02:50 PM | DWD107 | Court 19
02:45 PM - 02:50 PM | BMD48  | Court 2
02:45 PM - 02:50 PM | BMD49  | Court 3
02:45 PM - 02:50 PM | BMD50  | Court 4
02:45 PM - 02:50 PM | BMD51  | Court 5
02:45 PM - 03:10 PM | AMD29  | Court 6
02:45 PM - 03:10 PM | AMD30  | Court 7
02:50 PM - 02:55 PM | CMD104 | Court 19
02:50 PM - 02:55 PM | CMD105 | Court 2
02:50 PM - 02:55 PM | CMD106 | Court 3
02:50 PM - 02:55 PM | CMD107 | Court 4
02:50 PM - 02:55 PM | AMD50  | Court 5
02:50 PM - 03:15 PM | CWD29  | Court 8
02:50 PM - 02:55 PM | CWD48  | Court 9
02:55 PM - 03:20 PM | CWD30  | Court 19
02:55 PM - 03:00 PM | CWD49  | Court 2
02:55 PM - 03:00 PM | CWD50  | Court 3
02:55 PM - 03:00 PM | CWD51  | Court 4
02:55 PM - 03:00 PM | AMD52  | Court 5
03:00 PM - 03:05 PM | DMD108 | Court 17
03:00 PM - 03:05 PM | DMD109 | Court 18
03:00 PM - 03:05 PM | DWD108 | Court 11
03:05 PM - 03:10 PM | DWD109 | Court 17
03:05 PM - 03:10 PM | BMD52  | Court 18
03:05 PM - 03:10 PM | BMD53  | Court 11
03:10 PM - 03:15 PM | CMD108 | Court 17
03:10 PM - 03:15 PM | CMD109 | Court 18
03:10 PM - 03:15 PM | AMD53  | Court 11
03:10 PM - 03:15 PM | ABWD10 | Court 12
03:15 PM - 03:20 PM | CWD52  | Court 17
03:15 PM - 03:20 PM | CWD53  | Court 18
03:15 PM - 03:20 PM | ABWD11 | Court 11
03:15 PM - 03:40 PM | DMD63  | Court 12
03:15 PM - 03:40 PM | DWD63  | Court 13
03:15 PM - 03:40 PM | BMD31  | Court 14
03:15 PM - 03:40 PM | CMD63  | Court 15
03:15 PM - 03:40 PM | ABWD7  | Court 1
03:20 PM - 03:45 PM | DMD110 | Court 11
03:40 PM - 04:05 PM | DWD110 | Court 12
03:40 PM - 04:05 PM | BMD54  | Court 13
03:40 PM - 04:05 PM | CMD110 | Court 14
03:40 PM - 04:05 PM | AMD31  | Court 1
03:40 PM - 04:05 PM | AMD54  | Court 2
03:40 PM - 04:05 PM | CWD31  | Court 17
03:40 PM - 04:05 PM | CWD54  | Court 15
03:40 PM - 04:05 PM | ABWD12 | Court 3
